date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.107217,321.7410643356928,322.9498121226073,319.1414688876913,321.74494883676215,8974131,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.107217,322.3313143044083,325.6793120629492,322.4897602597012,323.1724724362272,3343997,50.0,50.0,0.22,0.22,0.22
2026-05-10 01:20:38.107217,321.6029839370068,323.3256748367037,319.4677724992038,321.9276685982882,8508714,50.0,50.0,-0.11,-0.11,-0.11
2026-05-11 01:20:38.107217,321.95724531425384,324.29528676186857,322.22603965018584,323.32799158222696,5410998,50.0,50.0,0.24,0.24,0.24
2026-05-12 01:20:38.107217,319.86397213778133,323.4365872516721,319.183133580636,321.08933200743974,6369739,50.0,50.0,-0.36,-0.36,-0.36
2026-05-13 01:20:38.107217,319.02449942929985,322.55563635308255,318.6210109472494,319.85176798093113,7043110,50.0,50.0,-0.63,-0.62,-0.62
2026-05-14 01:20:38.107217,320.97753240344304,322.51726120719053,319.0185266826102,321.4798751641683,7094490,50.0,50.0,-0.02,-0.1,-0.1
2026-05-15 01:20:38.107217,320.6256039004465,322.31814415471695,319.0311512602579,320.83604006093384,7895202,50.0,50.0,-0.15,-0.26,-0.26
2026-05-16 01:20:38.107217,318.5254802019342,321.367742872845,319.81572438909353,320.40555001732514,2942713,41.76,47.25,-0.1,-0.35,-0.35
2026-05-17 01:20:38.107217,319.6158790467851,320.7198513185431,319.1301798615013,320.3642519239753,9278954,36.07,43.53,-0.07,-0.33,-0.33
2026-05-18 01:20:38.107217,317.8804811336066,319.69585047924875,316.95246568731966,319.5470739175815,5184612,35.83,40.96,-0.31,-0.51,-0.53
2026-05-19 01:20:38.107217,320.87606350967746,325.197758103817,321.8342343865332,322.4668749557416,1296655,46.18,42.7,0.54,0.42,0.35
2026-05-20 01:20:38.107217,319.89854729895626,320.9837839452161,318.18489587790464,320.60059036493266,6607079,45.53,43.64,-0.02,-0.12,-0.22
2026-05-21 01:20:38.107217,321.18578424501555,322.41597608520493,321.83541788393734,321.85366543798375,9467412,50.17,45.82,0.28,0.31,0.16
2026-05-22 01:20:38.107217,318.9669890378747,322.65080548783175,319.77326555320707,320.66210367842115,4408828,48.44,46.69,-0.11,-0.05,-0.2
2026-05-23 01:20:38.107217,320.3114410268768,322.62528040687357,320.19099971493847,321.80467175509966,4139487,51.91,48.43,0.1,0.25,0.15
2026-05-24 01:20:38.107217,319.99702431742867,324.1856391416457,319.3012389582553,321.5452901530465,3251767,53.18,50.01,0.08,0.17,0.07
2026-05-25 01:20:38.107217,318.30335426230414,320.8492603143989,318.4834481919787,319.22826063915716,4224165,44.65,48.23,-0.56,-0.5,-0.62
2026-05-26 01:20:38.107217,317.2734466819353,321.12072122152404,318.0777774747856,318.36145260660226,1811455,35.46,43.97,-0.61,-0.71,-0.84
2026-05-27 01:20:38.107217,318.5814425238198,320.27740290306855,318.9792475013994,319.68169234071974,9544033,31.15,39.7,-0.14,-0.28,-0.41
2026-05-28 01:20:38.107217,318.4357789556726,322.4239734163283,319.5623492529258,319.58534838291564,9275447,28.99,36.13,-0.03,-0.31,-0.41
2026-05-29 01:20:38.107217,316.3541333099846,319.78549686033335,315.7626553016777,318.15263756842256,2352246,28.79,33.68,-0.27,-0.62,-0.78
2026-05-30 01:20:38.107217,316.7223705205802,321.5050304021459,316.5271621728263,318.60537379179016,5357563,30.44,32.6,-0.09,-0.42,-0.58
2026-05-31 01:20:38.107217,319.1235112966707,319.7903224144899,317.7198612328766,319.2644069054011,1261025,34.15,33.12,0.06,-0.13,-0.31
2026-06-01 01:20:38.107217,318.98218063072085,322.3988918225031,318.24750239950566,320.5099029235225,6014085,41.56,35.93,0.4,0.26,0.08
2026-06-02 01:20:38.107217,319.63805940901614,321.3758419721139,318.7305040383381,320.3329913355554,7914486,50.57,40.81,0.3,0.25,0.02
2026-06-03 01:20:38.107217,319.1535923356283,322.45305108649114,319.26338889500425,319.50154678285617,1805727,52.34,44.66,-0.04,0.06,-0.21
2026-06-04 01:20:38.107217,318.52811247682774,323.5087601301839,319.86833769645256,320.5130520833772,2428219,55.34,48.22,0.15,0.33,0.11
2026-06-05 01:20:38.107217,319.92974093775683,321.7517308086866,318.8039979608833,320.8810406893936,3843091,58.92,51.78,0.17,0.37,0.22
2026-06-06 01:20:38.107217,322.644941265966,325.2253385385422,321.1551250255983,323.5476359036486,8428298,66.7,56.76,0.81,1.08,1.0
