date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.094122,250.73844438184864,254.86579790164473,249.91805249320205,252.54128042690962,1267353,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.094122,251.44127670090717,253.18522635228285,248.9023634683306,251.86107260645878,8819369,50.0,50.0,-0.13,-0.13,-0.13
2026-05-10 01:20:38.094122,248.93487230837886,250.09272125566173,246.77897086880685,249.68252337300018,8386637,50.0,50.0,-0.67,-0.67,-0.67
2026-05-11 01:20:38.094122,246.69427666371334,247.48998277477128,246.45729396130955,246.8737260548098,9679419,50.0,50.0,-1.35,-1.35,-1.35
2026-05-12 01:20:38.094122,249.96863110467072,254.06496813740364,250.4059236126339,251.8824320552318,3184613,50.0,50.0,0.52,0.52,0.52
2026-05-13 01:20:38.094122,251.5964105141614,255.42046484879663,252.45870225300467,253.16023844193452,7449199,50.0,50.0,0.98,0.86,0.86
2026-05-14 01:20:38.094122,249.62452047656197,252.55652607054193,250.7624937330849,251.52457691833249,6947792,50.0,50.0,0.36,0.18,0.18
2026-05-15 01:20:38.094122,250.91909425919945,253.78120611029374,250.59820768414698,250.94040854855058,1145398,50.0,50.0,0.03,-0.05,-0.05
2026-05-16 01:20:38.094122,252.07097765047814,254.06301986605894,250.7221065233798,252.4114204595937,5977279,55.48,51.83,0.17,0.48,0.48
2026-05-17 01:20:38.094122,250.78070444366926,253.13936614627107,249.7317939693693,251.35162848819684,9005984,55.19,52.95,-0.21,0.05,0.05
2026-05-18 01:20:38.094122,249.71292855242817,251.95724833864406,247.9301417168229,250.0164664339042,9425131,50.03,51.97,-0.49,-0.38,-0.44
2026-05-19 01:20:38.094122,250.8392604692405,252.33140049253373,250.20356903947916,251.1690935248675,7238839,50.87,51.61,-0.0,0.11,0.02
2026-05-20 01:20:38.094122,252.17371140246937,254.24125042494907,250.48133522560374,253.0876476462613,8021538,56.87,53.36,0.59,0.73,0.72
2026-05-21 01:20:38.094122,250.60734169847467,252.50500512225588,251.31630213464456,252.19713461420255,9550793,56.9,54.54,0.25,0.17,0.34
2026-05-22 01:20:38.094122,248.443400666693,250.37967045401038,247.93027514448664,248.52374608077062,8124064,41.07,50.05,-0.99,-1.16,-1.04
2026-05-23 01:20:38.094122,246.5291132762286,249.1955970661832,244.55144953639177,246.7110438358868,7270299,34.81,44.97,-1.45,-1.63,-1.66
2026-05-24 01:20:38.094122,245.2978790148472,249.6308529604574,245.175820572414,246.87407739282992,1266164,31.2,40.38,-1.04,-1.38,-1.5
2026-05-25 01:20:38.094122,246.63542128719985,248.4060375590633,246.27666967518402,247.90469465862645,1014887,32.33,37.7,-0.22,-0.85,-1.03
2026-05-26 01:20:38.094122,248.17733191059614,250.67951924139166,248.35140479542332,248.40564426174012,9831943,34.81,36.74,0.29,-0.49,-0.79
2026-05-27 01:20:38.094122,247.99035674855944,250.09509659866558,247.75947756587416,248.24412718086236,5553324,35.91,36.46,0.25,-0.43,-0.81
2026-05-28 01:20:38.094122,249.98002177097464,251.06842621147115,248.3832901951666,250.2609549107109,6638831,43.58,38.83,0.77,0.37,0.04
2026-05-29 01:20:38.094122,249.11112597718133,249.7537270594968,247.9350574051359,249.27375015007433,3230446,48.85,42.17,0.18,0.05,-0.3
2026-05-30 01:20:38.094122,245.89234995571996,248.94723869905104,244.66540781644417,247.01329388865628,6617209,45.16,43.17,-0.65,-0.61,-1.15
2026-05-31 01:20:38.094122,246.15258961518836,246.81104823878843,245.97721699500218,246.52744535972218,3806356,40.21,42.18,-0.7,-0.58,-1.34
2026-06-01 01:20:38.094122,244.48090441540074,247.77008056678952,244.43906655586179,245.18795585217816,9713345,30.57,38.31,-1.0,-0.99,-1.74
2026-06-02 01:20:38.094122,241.8554286930727,244.54093935282444,241.051832225294,242.31115392162053,9434003,24.57,33.73,-1.52,-1.98,-2.69
2026-06-03 01:20:38.094122,241.1715959684355,243.932108892111,240.24480249524416,241.77832121453946,6681106,21.1,29.52,-1.14,-1.99,-2.71
2026-06-04 01:20:38.094122,244.12530286973654,245.06826376765966,244.15189581907327,244.1579250954504,2706913,26.12,28.39,0.07,-0.88,-1.62
2026-06-05 01:20:38.094122,243.79345436850414,246.84639258812,244.04825912065118,244.83446380129362,3412970,31.55,29.44,0.48,-0.46,-1.19
2026-06-06 01:20:38.094122,243.9936587653697,245.14383600747288,241.68774961356377,244.0346053722854,5698844,34.32,31.07,0.25,-0.61,-1.37
