date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.095092,458.1667202707164,460.11703557600924,459.69448885146744,459.8981348704646,3736167,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.095092,460.1816762658413,463.8213874227859,460.9753191678574,461.7502930686286,8118501,50.0,50.0,0.2,0.2,0.2
2026-05-10 01:20:38.095092,459.93241746588006,462.5248026346291,459.1668834407962,461.33972896321245,5111311,50.0,50.0,0.07,0.07,0.07
2026-05-11 01:20:38.095092,462.4784688712942,464.23444522062465,461.72094482402963,462.53399797921674,9158093,50.0,50.0,0.25,0.25,0.25
2026-05-12 01:20:38.095092,459.55043575774187,461.02840020959974,458.55246864923737,460.70017302895644,3839100,50.0,50.0,-0.12,-0.12,-0.12
2026-05-13 01:20:38.095092,458.30234819034325,459.03642049484927,456.5575388762181,458.6240341027019,8151799,50.0,50.0,-0.51,-0.47,-0.47
2026-05-14 01:20:38.095092,457.19677721410574,459.67130614616815,457.6658024888506,458.8544464636828,5183383,50.0,50.0,-0.34,-0.36,-0.36
2026-05-15 01:20:38.095092,453.54632015601396,456.07809056952976,455.20544368288193,455.42329167526213,4563624,50.0,50.0,-0.83,-0.97,-0.97
2026-05-16 01:20:38.095092,456.9120110621431,458.49701903811416,455.8312093790882,457.94448133165383,2959612,43.45,47.82,-0.08,-0.38,-0.38
2026-05-17 01:20:38.095092,458.81493053580635,461.48151565552996,457.8974430403873,459.2754725203297,5020771,43.99,46.54,0.27,-0.08,-0.08
2026-05-18 01:20:38.095092,456.5144699621656,460.0174916412619,456.9361978224675,458.14945752847075,8507041,40.19,44.42,0.05,-0.29,-0.29
2026-05-19 01:20:38.095092,456.8340482548703,458.38055820053734,457.00622815326284,457.65994618763455,7781714,35.86,41.57,-0.01,-0.3,-0.37
2026-05-20 01:20:38.095092,456.89665401999815,459.47572337743605,454.92119693173197,457.87678189344865,2482103,38.92,40.69,-0.07,-0.18,-0.3
2026-05-21 01:20:38.095092,459.39746482858925,460.7748691670272,457.1656755436136,459.4802918833504,5580081,49.11,43.5,0.22,0.24,0.05
2026-05-22 01:20:38.095092,458.04976883770735,459.2288837287348,457.3423413476248,458.2502299283049,2683280,49.66,45.55,-0.01,0.02,-0.2
2026-05-23 01:20:38.095092,458.31374608077545,459.7208297083897,457.9520654814987,458.31654322546706,8121720,50.36,47.15,-0.0,0.04,-0.18
2026-05-24 01:20:38.095092,459.8969197777225,464.40503026580024,460.7830309278652,461.42302965591455,9039212,56.42,50.24,0.51,0.66,0.47
2026-05-25 01:20:38.095092,460.9764002461353,464.7398413560698,462.4124905202465,462.67537167635385,6486712,63.94,54.81,0.58,0.78,0.7
2026-05-26 01:20:38.095092,460.7328837378156,462.7993284971667,460.8075693285427,461.9628216843423,2769819,66.53,58.72,0.31,0.53,0.52
2026-05-27 01:20:38.095092,461.74294360228845,464.11464208700147,462.3122325984663,463.47012665394567,3056688,73.38,63.6,0.41,0.77,0.8
2026-05-28 01:20:38.095092,463.1999762350128,465.81694554643474,461.2485070591953,463.9724231258194,7213368,76.61,67.94,0.27,0.75,0.87
2026-05-29 01:20:38.095092,462.53762788558106,464.59990901695136,460.73781252894526,463.6842831445652,4734086,76.19,70.69,0.11,0.56,0.78
2026-05-30 01:20:38.095092,467.3368075986492,469.98513832467404,465.1918818188966,467.50758397130653,3577119,77.59,72.99,0.73,1.18,1.55
2026-05-31 01:20:38.095092,467.037649668859,469.575699030743,467.44922603193584,468.05166777546026,1973305,79.71,75.23,0.58,1.11,1.6
2026-06-01 01:20:38.095092,467.80934770069064,470.8920095014218,467.6186870862827,468.2700079369226,8067312,77.86,76.11,0.42,0.93,1.57
2026-06-02 01:20:38.095092,468.64221554765425,469.29922642292723,467.81054678145966,469.2034682211249,3898223,79.7,77.3,0.4,0.9,1.65
2026-06-03 01:20:38.095092,466.96207457784,468.4758215411851,466.024562524876,467.0315053879727,3010542,73.79,76.13,-0.21,0.31,1.09
2026-06-04 01:20:38.095092,466.4226319029762,467.22880186503437,464.47044705135795,466.58111081970094,5816549,68.38,73.55,-0.27,0.13,0.87
2026-06-05 01:20:38.095092,463.5441389487147,466.23446627334937,463.14590733039773,465.527538577652,5052881,61.31,69.47,-0.38,-0.17,0.56
2026-06-06 01:20:38.095092,465.41180040856847,468.4903851688328,463.6330320363539,465.86807912638506,3837685,57.71,65.55,-0.21,-0.15,0.57
