date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.106738,481.91185087606135,484.6301325329745,480.2740538240684,482.8022569389395,4094128,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.106738,477.1547806901316,481.13647266249313,476.41457976131807,478.14236329344465,3674008,50.0,50.0,-0.48,-0.48,-0.48
2026-05-10 01:20:38.106738,476.0449547422997,479.7071155063096,474.8414801470622,477.60630098245014,7662238,50.0,50.0,-0.4,-0.4,-0.4
2026-05-11 01:20:38.106738,479.66918400360197,481.9181082199495,478.4697603293074,479.78606388592885,5374153,50.0,50.0,0.04,0.04,0.04
2026-05-12 01:20:38.106738,479.32441800496036,480.99505565685445,478.16433424738,479.6906527001882,1458850,50.0,50.0,0.02,0.02,0.02
2026-05-13 01:20:38.106738,481.1151766851435,482.95533146949157,479.55709194639024,482.0628181312859,6282700,50.0,50.0,0.54,0.43,0.43
2026-05-14 01:20:38.106738,480.6533316713219,483.5285280263045,479.1380632918852,481.8321073520869,6821049,50.0,50.0,0.34,0.32,0.32
2026-05-15 01:20:38.106738,480.960239774935,484.7953228487309,479.7650723730021,482.69405182736114,7552222,50.0,50.0,0.31,0.44,0.44
2026-05-16 01:20:38.106738,480.63130943332743,484.95551744608946,481.93771798413763,481.9726132001355,4809669,56.84,52.28,0.07,0.26,0.26
2026-05-17 01:20:38.106738,483.80431783971045,487.2583578229527,482.5327980039724,484.53153026953856,6274520,63.9,56.15,0.4,0.71,0.71
2026-05-18 01:20:38.106738,483.6651892098567,486.860153494016,484.3060608345575,484.90738725900724,7871011,69.62,60.64,0.36,0.74,0.72
2026-05-19 01:20:38.106738,485.1939873500859,489.08928346988597,484.2023911780498,486.14847771466333,1529585,70.78,64.02,0.43,0.83,0.89
2026-05-20 01:20:38.106738,485.45815523017217,489.7031050558425,484.5868008455271,486.73712312183756,6157825,71.95,66.66,0.39,0.77,0.94
2026-05-21 01:20:38.106738,487.24021394727947,490.134387816374,486.90098809950615,487.76779306772227,5919461,74.13,69.15,0.36,0.81,1.07
2026-05-22 01:20:38.106738,486.56208968188787,488.78075132458656,485.9278108511481,487.3387747700357,4317786,74.28,70.86,0.16,0.57,0.91
2026-05-23 01:20:38.106738,488.1253924191606,490.75935100070575,486.39013870877744,488.52713456296107,2608607,76.08,72.6,0.25,0.68,1.08
2026-05-24 01:20:38.106738,488.6113182898152,492.405556631476,487.9320817032647,489.57514325802265,1587450,75.04,73.41,0.32,0.73,1.22
2026-05-25 01:20:38.106738,486.6903335835923,489.09008829079164,485.90283650848585,487.88054845494634,9828201,68.08,71.64,-0.07,0.28,0.82
2026-05-26 01:20:38.106738,485.79726172155347,487.5801572414337,485.3429543795038,486.73753905188994,6825623,55.69,66.32,-0.26,-0.06,0.56
2026-05-27 01:20:38.106738,486.11690061376885,489.0690940813943,485.0873439797635,487.17340888222276,4503531,49.2,60.61,-0.17,-0.02,0.61
2026-05-28 01:20:38.106738,484.0885206263881,486.9296242129705,484.8300427279178,485.2248550735685,8543812,35.52,52.25,-0.43,-0.43,0.19
2026-05-29 01:20:38.106738,487.1743471571594,490.29404397278466,487.93341055618873,489.1493524976874,4510131,42.69,49.06,0.39,0.32,0.88
2026-05-30 01:20:38.106738,487.1535573967521,489.2257622339825,485.7594531562151,488.34733202825987,7015073,43.93,47.35,0.21,0.12,0.61
2026-05-31 01:20:38.106738,483.9235038382047,488.62375744534273,485.2099015908604,485.7856517110723,9011693,33.49,42.73,-0.28,-0.37,0.02
2026-06-01 01:20:38.106738,482.5490989668392,484.5607044369147,482.1198957607659,483.2028191128641,2805536,25.84,37.1,-0.65,-0.81,-0.55
2026-06-02 01:20:38.106738,481.59818638150955,485.9810824644056,482.4289679500531,483.4746487170948,2716912,22.75,32.32,-0.52,-0.65,-0.51
2026-06-03 01:20:38.106738,483.0810162514931,486.2037708087678,482.4593317756507,483.87869969086404,3460559,22.34,28.99,-0.22,-0.45,-0.45
2026-06-04 01:20:38.106738,483.70053275740696,487.35845087351333,483.9211012150785,484.8521554181219,9924821,26.03,28.01,0.13,-0.19,-0.27
2026-06-05 01:20:38.106738,484.8136611190205,486.7108191823573,482.58077229385253,485.57540934460417,4649594,31.45,29.15,0.28,-0.02,-0.16
2026-06-06 01:20:38.106738,487.89630584478675,490.169080420324,486.7796839591259,487.9639306723433,9309492,44.8,34.37,0.58,0.46,0.3
