date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.080684,448.39526348045234,450.4035440594677,448.31538146143805,449.636663203344,2189116,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.080684,446.6395344779491,449.22466379535507,446.2305346239621,448.42648444045284,2819636,50.0,50.0,-0.13,-0.13,-0.13
2026-05-10 01:20:38.080684,449.5087230118487,452.01994605826303,449.7442813389678,451.48247228857946,5470955,50.0,50.0,0.36,0.36,0.36
2026-05-11 01:20:38.080684,451.5321723611311,452.4690618489557,450.0347065553809,452.1453290751436,4114748,50.0,50.0,0.38,0.38,0.38
2026-05-12 01:20:38.080684,451.82295628064406,453.2402239317671,451.6865844652024,451.9916329236487,2707907,50.0,50.0,0.28,0.28,0.28
2026-05-13 01:20:38.080684,452.65425980807635,454.4369370791603,452.3985929154846,454.0751272626913,6428775,50.0,50.0,0.54,0.62,0.62
2026-05-14 01:20:38.080684,452.59319614747545,455.07144990593645,453.2548646738297,453.2743296568029,6674217,50.0,50.0,0.15,0.38,0.38
2026-05-15 01:20:38.080684,450.91361553843404,455.20326147129316,449.9586436727951,452.3854831390717,6973563,50.0,50.0,-0.09,0.16,0.16
2026-05-16 01:20:38.080684,451.27670005987324,454.1808450432478,450.32609822867363,452.4723279438869,5291369,56.52,52.17,-0.08,0.16,0.16
2026-05-17 01:20:38.080684,450.4964646415065,453.0238956321515,450.6558700998473,452.38183896259625,9032657,60.53,54.96,-0.12,0.12,0.12
2026-05-18 01:20:38.080684,448.2401765593065,451.1528870823392,446.5838001047616,449.3589686520592,1204986,51.09,53.67,-0.58,-0.54,-0.5
2026-05-19 01:20:38.080684,451.5578671846793,452.3001670595158,449.41760010133294,451.6450962911025,5033925,53.63,53.66,-0.0,-0.11,0.01
2026-05-20 01:20:38.080684,453.56669590833536,456.140318750908,454.23313279209043,455.38945971570183,1464014,66.47,57.93,0.69,0.64,0.77
2026-05-21 01:20:38.080684,453.9554477594772,454.67329982704393,451.11886671576053,453.9805973316326,5210088,70.11,61.99,0.32,0.28,0.43
2026-05-22 01:20:38.080684,454.98037241748676,457.42611538580854,453.91986682687843,455.1886769252029,2267318,73.2,65.72,0.46,0.48,0.65
2026-05-23 01:20:38.080684,454.7426272049696,455.6069961262149,453.44477724159236,455.5053072759693,8045677,76.23,69.23,0.26,0.52,0.67
2026-05-24 01:20:38.080684,452.1260673993372,456.77284101598644,450.989737479236,453.8449122483372,9693507,73.14,70.53,-0.21,0.14,0.29
2026-05-25 01:20:38.080684,455.5529315459332,458.5002968949937,454.743379744799,457.3025317232596,7615956,78.74,73.27,0.47,0.79,0.99
2026-05-26 01:20:38.080684,458.36185534394957,461.23220467119035,460.0613447033485,460.2223861924276,8975810,83.53,76.69,0.83,1.26,1.55
2026-05-27 01:20:38.080684,464.17396111679653,467.4014974276303,464.63561714882974,464.6911574950802,6361972,84.0,79.12,1.39,1.97,2.41
2026-05-28 01:20:38.080684,460.24221403434996,463.25783633019137,461.13256767363157,461.37311877376186,2496650,77.09,78.45,0.41,0.98,1.54
2026-05-29 01:20:38.080684,459.40024110865915,460.5618667556174,459.2091754949116,460.1941642729241,6761577,70.09,75.66,-0.12,0.53,1.15
2026-05-30 01:20:38.080684,458.21421539230863,459.2656115581443,456.2308191450261,458.8372915232129,2013826,62.66,71.33,-0.48,0.16,0.77
2026-05-31 01:20:38.080684,457.8458357746432,461.3537011424453,456.1711203022846,458.9910054606787,2426434,58.03,66.89,-0.4,0.08,0.73
2026-06-01 01:20:38.080684,461.0454527680003,463.5540841243208,460.42013582866656,461.6294651681609,1102722,60.29,64.69,0.31,0.52,1.2
2026-06-02 01:20:38.080684,456.5106488969993,459.4103034872377,456.909721733772,457.14086032375417,4753680,46.51,58.63,-0.48,-0.5,0.19
2026-06-03 01:20:38.080684,455.94074457498846,459.49330337259033,456.768113911392,457.46378205489094,3851710,34.84,50.7,-0.29,-0.5,0.21
2026-06-04 01:20:38.080684,452.0993088447518,455.53990222018706,453.8882075882098,453.8955467609969,9197016,23.25,41.55,-0.86,-1.21,-0.59
2026-06-05 01:20:38.080684,453.7115945867144,454.14902946708526,451.2582660061843,453.9528683518934,4118478,22.8,35.3,-0.63,-1.06,-0.59
2026-06-06 01:20:38.080684,453.42870123095486,456.24620964967556,454.74199530673496,455.05558479793024,7819741,25.5,32.03,-0.1,-0.61,-0.38
