date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.084994,432.75696958415807,435.30968371507606,432.5676879989339,433.9292578782213,7781271,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.084994,435.84287324096624,439.1332281883464,435.1067359796449,437.56238353246573,6496980,50.0,50.0,0.42,0.42,0.42
2026-05-10 01:20:38.084994,436.2740984786387,437.5482460118026,434.06583099995805,436.78737338548234,3840318,50.0,50.0,0.16,0.16,0.16
2026-05-11 01:20:38.084994,435.8119812336216,436.12887412791787,434.3401077646242,435.8902184086218,5261374,50.0,50.0,-0.03,-0.03,-0.03
2026-05-12 01:20:38.084994,433.572486621237,434.9784190630888,432.5233898351796,434.55457230241416,5215460,50.0,50.0,-0.27,-0.27,-0.27
2026-05-13 01:20:38.084994,435.4521946832068,437.21496319335427,433.4677091284047,435.71942717478623,4851965,50.0,50.0,-0.09,-0.0,-0.0
2026-05-14 01:20:38.084994,436.0939246707058,438.8755206399559,435.03992787117437,437.5172812064372,4085704,50.0,50.0,0.33,0.35,0.35
2026-05-15 01:20:38.084994,430.57512939288733,435.06529868697163,430.15875497996643,432.27967737066007,9512941,50.0,50.0,-0.67,-0.75,-0.75
2026-05-16 01:20:38.084994,432.32089642428724,433.438364455677,431.5175882079027,433.3543018148197,5800678,45.2,48.4,-0.31,-0.44,-0.44
2026-05-17 01:20:38.084994,430.1405362204682,430.84436733511654,429.37623572505225,430.14327892565285,4091360,32.76,43.19,-0.84,-1.07,-1.07
2026-05-18 01:20:38.084994,427.1308216770128,431.2386453857636,428.0682774642763,429.0098834714102,2812971,24.74,37.04,-0.8,-1.21,-1.21
2026-05-19 01:20:38.084994,428.8514691600564,430.9724080163153,428.0306947777881,429.36139375023015,4698522,20.58,31.55,-0.34,-0.95,-1.03
2026-05-20 01:20:38.084994,428.17451080124835,429.0084255725575,426.29174960040416,428.5182097945712,6283989,19.62,27.58,-0.36,-0.95,-1.13
2026-05-21 01:20:38.084994,428.3612794974351,430.46567519796764,426.9094718969461,428.80436281939774,5649061,19.74,24.96,-0.08,-0.72,-0.99
2026-05-22 01:20:38.084994,427.26790794161303,429.6009304434937,426.89916588516826,428.73873891596674,1733944,19.64,23.19,-0.03,-0.6,-0.94
2026-05-23 01:20:38.084994,428.7838581206342,431.26129775951955,429.57801850327286,430.11090148411375,3536783,27.6,24.66,0.23,-0.16,-0.59
2026-05-24 01:20:38.084994,431.2854237021316,432.0790320190265,430.2211003763175,431.8390392486499,8100687,44.28,31.2,0.52,0.38,-0.17
2026-05-25 01:20:38.084994,429.9362116270999,432.66029506464616,430.1679034250848,430.3339166912811,4056355,50.67,37.69,0.09,0.07,-0.49
2026-05-26 01:20:38.084994,428.66864178094045,431.3947927744534,429.3667757322699,430.38164910741136,9814867,55.19,43.52,0.02,0.15,-0.46
2026-05-27 01:20:38.084994,428.8226431395746,431.4294066046935,427.88171365956657,430.4288748169265,7253237,58.45,48.5,-0.04,0.16,-0.42
2026-05-28 01:20:38.084994,429.7258069885307,432.78233297805735,429.6817001501473,431.5135155146984,3208196,65.78,54.26,0.14,0.35,-0.15
2026-05-29 01:20:38.084994,430.7660642394949,433.5267539025166,431.6245024422242,431.6417191461903,2397761,67.71,58.74,0.18,0.33,-0.05
2026-05-30 01:20:38.084994,431.2731043031098,433.9744275501985,429.57139432427965,432.4931484317707,7991301,71.49,62.99,0.28,0.43,0.2
2026-05-31 01:20:38.084994,431.0083098817332,433.76790579919617,429.5763715702287,431.5512611608095,7818916,67.74,64.57,0.01,0.15,0.03
2026-06-01 01:20:38.084994,425.8515642102245,428.4937083427945,424.45023227303955,427.1674335865439,7895470,54.67,61.27,-0.86,-0.83,-0.9
2026-06-02 01:20:38.084994,427.80056464292005,429.5522219675404,428.6968739415288,429.5256441057728,1360524,54.21,58.92,-0.22,-0.27,-0.28
2026-06-03 01:20:38.084994,429.2587266283765,431.76320483495374,427.13131582928787,429.67994011180997,9917628,54.44,57.43,-0.09,-0.18,-0.15
2026-06-04 01:20:38.084994,427.1733863393333,427.89884442605586,426.41422011196886,427.50556524555276,8402706,46.99,53.95,-0.37,-0.62,-0.6
2026-06-05 01:20:38.084994,425.1074263264801,427.14029564180976,426.00078145630357,426.0660675507119,5691657,36.98,48.29,-0.45,-0.86,-0.86
2026-06-06 01:20:38.084994,424.8392859906215,427.2438933879719,426.16835845895054,426.540123932779,8194422,31.97,42.85,-0.31,-0.66,-0.7
