date,open,high,low,close,volume,kd_k,kd_d,bias_5,bias_10,bias_20
2026-05-08 01:20:38.096493,317.22410493118576,320.13529622454183,316.79885147211183,317.25039833462597,2259081,50.0,50.0,0.0,0.0,0.0
2026-05-09 01:20:38.096493,314.1972164406024,316.2108476091766,315.93521804504536,316.0284216299498,4032740,50.0,50.0,-0.19,-0.19,-0.19
2026-05-10 01:20:38.096493,316.93366913721513,319.2790748452216,314.47219443147907,317.3987015182492,1165981,50.0,50.0,0.16,0.16,0.16
2026-05-11 01:20:38.096493,317.12497629834303,318.53816869850897,316.2274697124205,317.1355356312494,8768141,50.0,50.0,0.06,0.06,0.06
2026-05-12 01:20:38.096493,315.43667092546787,318.9288528966095,314.41528556038526,316.21509193631243,4526916,50.0,50.0,-0.19,-0.19,-0.19
2026-05-13 01:20:38.096493,315.703510810077,318.95596994077755,314.2172888662781,316.4008998927911,8171213,50.0,50.0,-0.07,-0.11,-0.11
2026-05-14 01:20:38.096493,312.981898837682,315.7143260978176,310.7164175765528,313.60522151111843,1145484,50.0,50.0,-0.81,-0.85,-0.85
2026-05-15 01:20:38.096493,310.36200964248815,311.70791776816367,311.41005821585975,311.41289473682787,3297143,50.0,50.0,-1.12,-1.35,-1.35
2026-05-16 01:20:38.096493,308.11584980935874,309.9210786966316,307.39855759683155,309.57007834064336,6782303,39.02,46.34,-1.23,-1.72,-1.72
2026-05-17 01:20:38.096493,308.7117835345538,312.90860313869223,309.6188997407744,310.4103068413089,9411349,34.46,42.38,-0.6,-1.31,-1.31
2026-05-18 01:20:38.096493,310.4883785121892,314.2828782514096,309.42705939654195,311.6642336659263,3080914,34.94,39.9,0.11,-0.74,-0.83
2026-05-19 01:20:38.096493,309.4877956242912,311.5270004051917,309.9202410831171,310.3028417938729,7977300,31.67,37.16,-0.12,-0.99,-1.16
2026-05-20 01:20:38.096493,308.7013628239112,312.5763277996025,307.64782005068645,310.2491873917718,2014614,29.34,34.55,-0.06,-0.78,-1.09
2026-05-21 01:20:38.096493,310.02296511006506,312.2137046308582,308.6269366200443,310.51836727596753,3385625,28.56,32.55,-0.04,-0.49,-0.93
2026-05-22 01:20:38.096493,310.7805171674744,311.2726813058991,310.18521136374954,311.22687188328683,6905622,34.38,33.16,0.14,-0.1,-0.66
2026-05-23 01:20:38.096493,306.9363424093124,308.73388507735984,305.628409263477,308.60525164324014,7575331,34.39,33.57,-0.51,-0.69,-1.4
2026-05-24 01:20:38.096493,309.16257934003033,310.85557926622755,309.0237624903436,309.8230218809195,4980482,39.08,35.41,-0.08,-0.18,-0.96
2026-05-25 01:20:38.096493,310.0899314691301,311.97051505900265,308.73947763885826,310.6720576960024,2366762,45.48,38.76,0.16,0.12,-0.65
2026-05-26 01:20:38.096493,311.1215501860346,312.9995124574896,311.7337657994414,312.83214724026635,5687660,58.07,45.2,0.71,0.71,0.04
2026-05-27 01:20:38.096493,313.6660182120357,317.26218502043827,312.61329051284156,314.79907265506665,3238939,64.99,51.79,1.11,1.2,0.64
2026-05-28 01:20:38.096493,315.7527173322573,318.59740306955746,313.19909771672275,315.9893431766841,5896532,69.95,57.85,1.01,1.44,1.04
2026-05-29 01:20:38.096493,312.8728067058955,316.9813150642359,313.3719833951993,314.70243018435366,4803333,69.96,61.88,0.29,0.88,0.65
2026-05-30 01:20:38.096493,314.19990932762016,317.1319291669318,315.03754922498064,315.4918936022654,6000111,71.99,65.25,0.23,0.97,0.93
2026-05-31 01:20:38.096493,316.0512964816639,318.04758611009777,314.98614634738834,317.6149658274726,9092294,78.8,69.77,0.6,1.42,1.6
2026-06-01 01:20:38.096493,319.961967672708,321.74919107116284,319.93166678279636,321.620551628559,9433186,85.54,75.03,1.43,2.36,2.8
2026-06-02 01:20:38.096493,325.6497640926995,327.31234984459905,324.2876699005883,326.0216910799557,5940727,88.04,79.36,2.17,3.19,4.04
2026-06-03 01:20:38.096493,326.2542522634146,330.46706554094493,326.36572588705445,327.6679635584113,8411811,87.05,81.93,1.86,3.12,4.33
2026-06-04 01:20:38.096493,326.95124325733735,328.734439969752,325.10671815569776,327.31829617474915,3826439,85.49,83.11,1.01,2.48,3.96
2026-06-05 01:20:38.096493,327.02607587369744,329.12797849133574,326.49944738695535,328.71677336592336,4186756,86.95,84.39,0.75,2.41,4.09
2026-06-06 01:20:38.096493,328.3868568834168,330.71969948512555,327.1957647295528,330.00326178498915,6840514,89.92,86.23,0.63,2.32,4.17
